rcp_name,rcp_way,rcp_pat,weight,kcal,carbohydrate,protein,fat,natrium,tag,img,ingredients,MANUAL01,MANUAL_IMG01,MANUAL02,MANUAL_IMG02,MANUAL03,MANUAL_IMG03,MANUAL04,MANUAL_IMG04,MANUAL05,MANUAL_IMG05,MANUAL06,MANUAL_IMG06,RCP_NA_TIP
칠리새우,튀기기,반찬,,192.6,16.3,10.7,8.9,159,두반장,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053527_1416213327815.jpg,"백새우 40g, 케첩 4g, 대파 6g, 녹말가루 3g, 밀가루 6g, 달걀 10g, 완두콩 4g, 식용유 5g, 참기름 0.5g [소스소개] 저나트륨칠리소스:두반장 1g, 고추기름 3g, 설탕 6g, 마늘 2g, 생강 0.2g, 청주 2g, 식초 3g",1. 새우는 손질하여 물기를 제거한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/891-1.jpg,"2. 달걀, 녹말가루, 밀가루로 튀김옷을 만들어 새우에 묻힌다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/891-2.jpg,3. 튀김옷을 입힌 새우를 170℃ 식용유에 두 번 튀겨낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/891-3.jpg,"4. 대파, 마늘, 생강은 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/891-4.jpg,"5. 팬에 고추기름을 두르고 2를 넣고 볶다가 청주, 두반장, 케첩을 첨가하여 볶은 후 물을 넣고 설탕, 식초로 간을 맞춘다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/891-5.jpg,6. 살짝 졸인 뒤 튀긴 새우와 완두콩을 넣고 물녹말로 농도를 맞추고 마지막으로 참기름을 넣는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/891-6.jpg,저나트륨 칠리소스는 고추기름 등을 넣어 매운맛을 내 저나트륨의 맛을 보완할수 있다.
아보카도 두부 샐러드,기타,반찬,,246.2,8.5,11.6,38.7,362,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053530_1416213330214.jpg,"연두부 50g, 아보카도작은것 35g, 게살냉동 50g, 양파 25g, 민트 0.25g[소스소개] 고추냉이 드레싱:고추냉이 갠것 6g, 간장 1g, 소금 0.2g, 레몬즙 10g, 올리브유엑스트라버전 30g",1. 아보카도는 검은 빛이 돌면서 윤기가 흐르는 것을 골라 세로로 칼날을 넣어 칼날이 씨에 닿으면 한바퀴 돌린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/895-1.jpg,2. 양손으로 아보카도 양 끝을 잡고 비틀면서 반으로 나누고 칼날 안쪽 모서리로 씨를 찔러서 빼낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/895-2.jpg,3. 아보카도 과육을 5cm 두께로 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/895-3.jpg,"4. 냉동 게살은 하룻밤 전에 냉장고로 옮겨 놓거나, 실온에서 해동시킨 후 잘게 찢는다. 양파는 얇게 채썰고 민트도 잘게 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/895-4.jpg,5. 고추냉이 드레싱 재료를 섞는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/895-5.jpg,"6. 두부는 원형틀로 찍어두고 양파와 게살, 아보카도를 곁들이고 민트를 올린 뒤 드레싱을 뿌린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/895-6.jpg,저나트륨 소스는 염분이 적게 들어가므로 고추냉이와 같은 강한 향의 향신료와 같이 사용하면 맛이 보완이 된다
과일 젤리,기타,후식,,143.4,32.8,1.1,0.1,25.3,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053532_1416213332265.jpg,"젤라틴 5g, 자몽주수 100g, 귤통조림 20g, 파인애플통조림 5g, 체리 15g, 설탕 15g",1. 젤라틴을 물에 불려 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/897-1.jpg,2. 자몽주스에 설탕을 넣고 가열한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/897-2.jpg,3. 불린 젤라틴을 넣어 약한 불에서 젤라틴을 녹인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/897-3.jpg,"4. 틀에 귤과 파인애플, 체리를 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/897-4.jpg,5. 틀에 젤라틴을 녹인 자몽주스를 넣는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/897-5.jpg,6. 냉장고에서 식혀 완성한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/897-6.jpg,
복숭아샤벳,기타,후식,,92.8,24.3,1.6,0.3,7,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053534_1416213334638.jpg,"복숭아 150g, 식혜 100g, 설탕시럽 20g, 민트 0.1g",1. 복숭아는 반으로 갈라 씨를 발라내고 두께 0.5cm가량만 남기고 속을 파낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/900-1.jpg,"2. 복숭아와 식혜, 설탕시럽을 넣고 믹서기에 굵게 간다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/900-2.jpg,3. 2를 냉동실에서 4~5시간 정도 얼리면서 1시간마다 숟가락으로 긁어 샤벳을 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/900-3.jpg,4. 속을 파낸 복숭아도 냉동실에서 얼려 샤벳 그릇으로 사용한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/900-4.jpg,5. 3의 복숭아 식혜 샤벳을 떠서 얼린 복숭아 그릇에 담는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/900-5.jpg,6. 민트로 장식하여 완성한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/900-6.jpg,
과일 주스 조림,기타,후식,,182,39.4,1.5,0.5,7,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053536_1416213336433.jpg,"천도복숭아 30g, 자두 20g, 체리 40g, 산딸기 20g, 블루베리 10g, 사과 30g, 포도 10g, 포도주스 50g, 설탕 20g",1. 천도복숭아는 반으로 잘라 씨를 제거하고 각각 2등분하고 자두는 반으로 갈라 씨를 제거한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/903-1.jpg,2. 사과는 8등분하여 씨를 제거한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/903-2.jpg,3. 포도는 알알이 떼어내고 체리는 꼭지를 떼어내고 블루베리와 산딸기는 분량대로 준비한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/903-3.jpg,"4. 냄비에 포도주스와 설탕, 준비한 과일을 넣고 약한불에서 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/903-4.jpg,5. 천도복숭아가 부드러워지고 포도주스에 농도가 생기면 불을 끈다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/903-5.jpg,6. 접시에 졸인 과일과 주스를 함께 담는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/903-6.jpg,
감자를 곁들인 야채스튜,끓이기,반찬,,87,14.8,3.4,2.4,30,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053542_1416213342038.jpg,"양파 15, 청피망 15g, 가지 10g, 애호박 18g, 양송이버섯 8g, 마늘다진것 2g, 토마토콩카세 10g, 감자 50g, 올리브오일 1g, 닭육수 15g, 토마토페이스트 8g, 생크림 5g, 우유 8g, 소금적당량, 후추 적당량","1. 마늘은 다지고, 양파, 청피망, 가지, 애호박, 양송이는 1cm 주사위모양으로 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/907-1.jpg,2. 토마토는 끓는 물에 데쳐 껍질을 벗긴 뒤 씨를 제거하고 야채들과 같은 크기로 자른다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/907-2.jpg,"3. 감자는 껍질을 벗겨 큼직하게 썰어 삶은 뒤 완전히 익으면 오븐서 수분을 제거하고 으깨 우유, 생크림, 소금, 후추를 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/907-3.jpg,"4. 팬에 기름을 두르고 양파를 투명해질 때까지 볶은 뒤 마늘, 토마토 페이스트를 넣고 볶다가 청피망, 가지, 호박, 양송이, 토마토를 넣어 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/907-4.jpg,"5. 야채가 부드러워지면 닭육수를 넣어 한번 더 끓이고 소금, 후추로 간 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/907-5.jpg,6. 접시에 완성된 으깬 감자를 깔고 그 위에 야채 스튜를 올려낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/907-6.jpg,감자는 뜨거울 때 잘 으깨지므로 식기전에 작업한다. 토마토 콩카세는 껍질을 벗겨 씨를 제거하여 자른 것을 의미한다.
김치 고구마밥,끓이기,밥,,247.9,54,3.9,2.4,233,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053546_1416213346049.jpg,"고구마 15g, 쌀 40g, 물 40g, 김치 8g, 사과작은것 95g, 참기름 1g, 마늘다진것 1g[소스1]간장 1g, 국간장 1g, 고춧가루 1g, 다진마늘 1g, 통깨 1g, 실파송송썬것 1.5g, 참기름 0.5g",1. 고구마는 1cm의 주사위모양으로 썰어 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/909-1.jpg,2. 물에 씻은 김치를 송송 썰어서 참기름을 두른 팬에 볶다가 마늘과 소금을 넣어 볶은 뒤 깨소긂으로 마무리한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/909-2.jpg,"3. 냄비에 불린 쌀과 고구마, 볶은 김치를 넣고 고슬고슬하게 밥을 짓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/909-3.jpg,4. 사과의 꼭지 부분을 자른 뒤 속을 파내고 밥을 채운다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/909-4.jpg,5.  160℃로 예열된 오븐에 밥을 채운 사과를 넣고 사과가 익을 정도로 구워준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/909-5.jpg,6. 양념장 재료를 섞어 양념장을 만들고 밥과 곁들여 낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/909-6.jpg,야채와 같이 밥을하는 경우에 물의 양을 정확히 하여 재료에서 나오는 수분으로 인해 질지 않도록 하며 쌀과 물이 동량이 되도록 하는 것이 좋다.
대구 크림스튜,끓이기,반찬,,186,4.4,28.1,5.5,406,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053550_1416213350093.jpg,"양파다진것 10g, 청피망다진것 10g, 마늘다진것 2g, 청고추다진것 2g, 대구살 35g, 토마토콩카세 30g, 땅콩버터 1g, 생크림 13g, 파프리카가루 1g, 새우 20g, 올리브오일 1g, 소금적당량, 후추적당량","1. 양파, 청피망, 마늘, 고추는 다지고, 대구살은 굵직하게 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/912-1.jpg,2. 토마토는 데친 뒤 껍질을 벗기고 씨를 제거해 과육만 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/912-2.jpg,"3. 기름을 두른 팬에 양파, 고추를 넣고 볶다가 마늘을 넣고 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/912-3.jpg,"4. 생크림과 땅콩버터를 넣은 후 토마토, 파프리카, 새우 순서대로 넣어 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/912-4.jpg,5. 썰어둔 대구살을 넣는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/912-5.jpg,"6. 소금, 후추로 간을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/912-6.jpg,새우는 지나치게 가열하면 질겨지므로 가장 나중에 넣어 익힌다.
대추죽,끓이기,일품,,132,29.4,3,0.8,2,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053551_1416213351482.jpg,"좁쌀 15g, 대추 10g, 깐밤 5g, 찹쌀가루 10g, 물 70g, 소금적당량",1. 좁쌀을 씻어 불린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/913-1.jpg,2. 대추와 깐 밤을 냄비에 넣고 물 4컵을 넣고 대추가 무르도록 삶는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/913-2.jpg,3. 삶은 대추를 손으로 주물러 대추 속살이 나오도록 한 뒤 밤과 함께 체에 거른다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/913-3.jpg,4. 좁쌀은 5배의 물을 부어 저어가면서 익힌다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/913-4.jpg,5. 3을 4에 넣어 잘 섞은 뒤 찹쌀물을 넣어 농도가 나도록 끓인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/913-5.jpg,6. 소금으로 간을 맞추고 준비한 그릇에 담아낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/913-6.jpg,좁쌀 대신 찹쌀가루를 사용해도 된다.찹쌀물은 찹쌀과 물을 1:1 비율로 섞어 준비한다.
돼지고기 토마토 두부볶음,볶기,반찬,,157,8,10.1,9.8,294,목살,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053552_1416213352435.jpg,"돼지고기목살 30g, 두부 30g, 토마토 50g, 생강다진것 5g, 파다진것 5g, 땅콩기름 5g, 간장 5g, 닭육수 10g, 물전분 10g, 소금적당량",1. 돼지고기는 깨끗이 손질한 뒤 잘게다진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/914-1.jpg,2. 두부는 1cm 정사각형 모양으로 썬다,http://www.foodsafetykorea.go.kr/uploadimg/cook/914-2.jpg,3. 토마토는 껍질과 씨를 제거한 뒤 두부와 같은 크기로 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/914-3.jpg,4. 기름을 두른 팬에 파와 생강을 넣고 볶아 향이 나면 1을 넣고 볶은 뒤 따로 담아둔다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/914-4.jpg,"5. 기름을 두른 팬에 토마토, 두부, 고기를 넣고 볶다가 육수를 자작하게 부은 뒤 간장, 소금으로 간을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/914-5.jpg,6. 소스가 졸아들면 두부를 넣고 물 전분을 넣어 소스 농도를 맞춘다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/914-6.jpg,"전분을 육수에 넣어 풀어주면 음식의 향이 더 좋아진다. 고기, 두부나 토마토의 모양이 으깨지지 않도록 유의하며, 전체적으로 부드러운 질감을 갖고 있어야 한다."
멜론스프,기타,일품,,86,21.9,1.9,0.2,22,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053554_1416213354184.jpg,"멜론 110g, 오렌지 30g, 레몬 5g, 탄산수 30g, 레몬껍질 2g, 전분 3g, 설탕 5g[장식재료선택] 멜론,자두,생크림,민트",1. 메론은 적당한 크기로 잘라 믹서에 간다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/915-1.jpg,2. 오렌지와 레몬은 과육만 잘라내 믹서에 각각 갈아 주스형태로 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/915-2.jpg,"3. 2에 탄산수, 오렌지껍질, 레몬껍질을 넣어 향이 우러나도록 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/915-3.jpg,4. 3에 전분을 넣어 농도를 맞춘 뒤 덩어리지지 않게 체에 걸러 차갑게 식힌다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/915-4.jpg,5. 1에 4를 넣고 잘 섞은 뒤 설탕으로 맛을 낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/915-5.jpg,"6. 생크림을 휘핑해 올리고 자두, 메론, 민트로 장식한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/915-6.jpg,오렌지와 레몬껍질 부분에 향을 내는 오일주머니가 있어 진한 향을 이용하기 위해서는 껍질을 깨끗이 씻어 사용하는 것이 좋다. 오렌지와 레몬껍질은 제스터나 야채 껍질 벗기는 기구를 이용하여 잘라낼 수 있다.
미니버거,굽기,일품,,123,8.4,10.2,5.5,226,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053555_1416213355495.jpg,"양파다진것 3g, 브로컬리다진것 3g, 당근다진것 3g, 바질다진것 1g, 달걀 6g, 쇠고기다진것 25g, 돼지고기갈은것 10g, 빵가루 5g, 마요네즈 1g, 토마토케첩 1g, 미니,버거빵 12g, 양상추 2g, 토마토 8g, 후추 적당량","1. 바질과 양파, 브로콜리, 당근은 곱게 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/916-1.jpg,2. 소고기와 돼지고기는 곱게 간다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/916-2.jpg,"3. 2를 1:1 비율로 섞고 1과 달걀, 케첩, 후추, 빵가루와 섞어 패티를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/916-3.jpg,4. 미니버거빵의 안쪽 면에 버터를 바른 후 팬에서 살짝 구워준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/916-4.jpg,5. 3을 팬에서 갈색이 나도록 익혀준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/916-5.jpg,"6. 4에 마요네즈를 바르고 양상추, 패티, 케첩, 토마토, 양상추 순으로 올리고 마요네즈를 바른 빵으로 덮는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/916-6.jpg,양파를 기름을 두르지 않은 팬에 볶아 사용하면 물기와 매운맛을 제거해 주므로 햄버거에 넣는 양파는 볶아서 사용하기도 한다.
바질 고구마 옥수수빵(플렌타),찌기,후식,,161,23.3,7.8,4.6,229,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053556_1416213356807.jpg,"시금치 10g, 바질 3g, 고구마 30g, 옥수수가루플렌타가루 15g, 파마산치즈 10g, 모짜렐라 치즈 10g","1. 시금치와 바질을 팬에서 볶다가 소금, 후추로 간한 뒤 모짜렐라 치즈를 넣어 식히고 고구마는 삶아 껍질을 벗긴 뒤 1cm 주사위 모양으로 자른다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/917-1.jpg,2. 소스팬에 물 2컵반을 넣고 끓이다가 찬물 1컵에 소금을 넣고 섞은 옥수수 가루를 천천히 넣어준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/917-2.jpg,3. 다시 끓어오를 때까지 천천히 젓다가 낮은 온도에서 아주 되직해질 때까지 익힌 뒤 파마산 치즈를 넣고 섞는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/917-3.jpg,"4. 버터를 바른 사기그릇에 3을 절반가량 넣고 그위에 1과 2를 올리고, 남은 반죽을 올려 그릇을 채워 냉장고에서 식힌다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/917-4.jpg,5. 4가 완전히 굳으면 176℃의 오븐에서 윗면에 갈색이 나도록 40분정도 굽는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/917-5.jpg,6. 5를 적당한 크기로 잘라 접시에 담고 기호에 따라 토마토케첩을 곁들여 낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/917-6.jpg,"고구마는 항상화 비타민 전구체, 베타카로틴 성분과 섬유질이 많아 영양 간식용으로 좋다."
밥스틱,튀기기,밥,,219.2,32.8,6.1,7.6,227,춘권피,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053557_1416213357993.jpg,"당근다진것 10g, 양파다진것 15g, 홍피망다진것 10g, 청피망다진것 10g, 햄다진것 10g, 밥 10g, 카레가루 2g, 춘권피 30g, 치즈 5g, 튀김기름 3g, 소금적당량, 후춧가루 적당량","1. 당근, 양파, 청피망, 홍피망, 햄은 곱게 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/918-1.jpg,2. 달군 팬에 1을 넣고 볶는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/918-2.jpg,"3. 2에 밥을 넣고 볶으면서 카레가루와 소금, 후춧가루로 간을 맞춘다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/918-3.jpg,4. 치즈는 적당한 크기로 잘라준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/918-4.jpg,5. 춘권피에 3과 4를 넣고 스틱 모양으로 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/918-5.jpg,6. 팬에 기름을 넉넉히 두르고 5를 튀겨준다,http://www.foodsafetykorea.go.kr/uploadimg/cook/918-6.jpg,밥은 고슬고슬하게 지어 사용하는 것이 좋다.
버섯 리조또,끓이기,밥,,325,59,807,4.9,125,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053339_1416213219624.jpg,"쌀 70g, 양송이버섯 15g, 마늘다진것 2g, 닭육수 180g, 파슬리다진것 2g, 타임다진것 0.5, 올리브오일 1.5g, 파마산치즈 3g, 버터 1g, 소금적당량, 후추적당량",1. 마늘은 잘게 다지고 양송이 버섯은 2mm 두께로 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/919-1.jpg,2. 팬에 기름을 두르고 다진 마늘을 볶다가 양송이버섯을 넣고 볶아 접시에 담아둔다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/919-2.jpg,3. 2의 팬에 쌀을 넣고 볶는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/919-3.jpg,4. 3에 닭육수를 넣고 수분을 흡수 할 때까지 잘 젓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/919-4.jpg,5. 쌀이 어느 정도 익으면 2를 넣고 쌀이 완전히 익을 때까지 조리한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/919-5.jpg,"6. 파마산치즈, 소금, 후추, 다진 타임, 다진 파슬리를 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/919-6.jpg,리조또는 볶음밥보다 기름이 적게 들어가고 우유 등을 넣을 수도 있기 때문에 다양한 방법으로 영양성분을 보강할 수 있다.
버섯 참치 무른밥,끓이기,밥,,145,23.3,5.4,3,1,참치살,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053600_1416213360850.jpg,"불린 쌀 30g, 물 92g, 참치살 10g, 표고버섯 5g, 무 5g, 양파 5g, 참기름 2g, 통깨 1g, 소금적당량",1. 불린 쌀은 믹서나 절구를 이용하여 간다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/920-1.jpg,"2. 참치 살, 표고버섯, 무, 양파는 곱게 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/920-2.jpg,"3. 팬에 참기름을 두르고 1과 다진 표고버섯, 무, 양파를 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/920-3.jpg,4. 3에 물을 넣어 무른 밥을 짓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/920-4.jpg,5. 4의 밥이 끓어오르면 다진 참치 살을 넣고 저어가며 끓인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/920-5.jpg,6. 참치 살이 다 익으면 통깨를 뿌린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/920-6.jpg,물의 양 조절에 주의하여 너무 죽처럼 되지 않도록 주의 한다.
송이 미역국,끓이기,국&찌개,,136,25.7,4.3,2.4,309,송이버섯,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053603_1416213363580.jpg,"불린 쌀 30g, 양송이버섯 10g, 당근 10g, 양파 3g, 마른미역 5g, 참기름 2g, 물 90g",1. 쌀은 깨끗하게 씻어 불린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/922-1.jpg,2. 1을 분쇄기로 살짝 간다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/922-2.jpg,3. 양송이버섯과 채소를 잘게 다진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/922-3.jpg,4. 마른 미역은 30분 정도 불렸다가 잘게 다진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/922-4.jpg,"5. 냄비에 참기름을 두르고 2를 볶다가 3, 4를 넣고 한번 더 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/922-5.jpg,6. 5에 물을 넣은 뒤 쌀알이 퍼지도록 끓인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/922-6.jpg,죽은 항상 소금 간을 마지막에 해야 묽어지지 않는다.
시금치 배 미음,끓이기,밥,,137,30.1,3.5,0.4,12,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053604_1416213364610.jpg,"불린쌀 30g, 물 90g, 배 25g, 시금치 20g, 꿀 5g",1. 쌀은 깨끗하게 씻어 불린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/923-1.jpg,2. 2를 믹서나 절구로 곱게 갈아 냄비에 물과 함께 넣고 끓인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/923-2.jpg,3. 배는 껍질과 씨를 제거하고 강판에 간다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/923-3.jpg,4. 시금치는 끓는 물에 데친 후 물기를 꼭 짜서 곱게 다진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/923-4.jpg,"5. 2가 끓어오르면 3,4를 넣고 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/923-5.jpg,6. 입맛에 맞게 꿀로 간한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/923-6.jpg,물의 양은 쌀의 5배 정도로 하여 묽은 미음으로 만들어도 좋다.
어린이 스시,끓이기,밥,,135,11.3,6.7,6.4,200,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053608_1416213368763.jpg,"밥 120g, 달걀 삶은것 20g, 슬라이스햄 5g, 슬라이스치즈 5g, 양파 3g, 샐러리 3g, 캔참치 3g, 칵테일새우 5g, 날치알 3g, 마요네즈 5g[초대리] 식초 5g, 설탕 3g, 소금적당량","1. 초대리 재료를 분량대로 섞어 설탕, 소금이 녹을 정도로만 가열해 초대리를 만들어 고슬고슬하게 지은 따듯한 밥에 넣고 섞어 식힌다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/925-1.jpg,2. 달걀은 삶아 흰자와 노른자로 따로 체에 내려 가루를 만들어 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/925-2.jpg,"3. 햄, 치즈는 원하는 모양틀로 찍는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/925-3.jpg,"4. 기름을 제거한 참치에 다진 양파와 셀러리, 마요네즈를 섞는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/925-4.jpg,5. 칵테일 새우는 데쳐서 식힌다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/925-5.jpg,6. 모양틀에 밥을 찍어내고 그 위에 준비한 재료들을 올려 완성한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/925-6.jpg,과일을 모양틀로 찍어 올려놓아도 된다.
에멘탈 치즈 퐁듀,끓이기,후식,,109,10.1,6.9,5,106,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053610_1416213370153.jpg,"에멘탈 치즈 20g, 마늘 2g, 넉맥약간, 닭육수 30g,물전분 2g, 바케트빵 6g, 방울토마토 30g, 키위 20g, 소금적당량, 후추 적당량",1. 바닥이 두꺼운 팬의 표면에 마늘을 문질러 마늘 즙을 골고루 묻힌다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/926-1.jpg,2. 1을 가열한 뒤 버터를 녹인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/926-2.jpg,3. 팬에 닭육수와 물전분을 넣고 약한 불에서 덩어리가 생기지 않도록 저어가며 끓인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/926-3.jpg,4. 자른 에멘탈치즈를 넣고 나무 주걱을 이용하여 한 방향으로 젓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/926-4.jpg,"5. 치즈가 다 녹으면 기호에 맞게 넉맥, 소금, 후추를 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/926-5.jpg,"6. 바케트, 방울토마토, 키위 등을 적당한 크기로 잘라 꼬치에 꼿아 곁들인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/926-6.jpg,치즈가 닭육수와 잘 섞여 분리되지 않도록 한쪽 방향으로 잘 저어 주어야 한다.
